Tm,Year,#Bat,BatAge,G,PA,AB,R/G,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB,#P,PAge,RA/G,ERA,GF,CG,tSho,cSho,SV,IP,H_P,R,ER,HR_P,BB_P,IBB_P,SO_P,HBP_P,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,LOB_P,#Fld,RA/G_F,DefEff,GS,CG_F,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,BPF,PPF,#a-tA-S,1Run,Under500,SOS,W-L%
Pittsburgh Pirates,2012,49,27.7,162,37.12345679,33.40740741,4.02,8.104938272,1.487654321,0.228395062,1.049382716,3.827160494,0.450617284,0.320987654,2.740740741,8.358024691,0.243,0.304,0.395,0.699,93,13.19753086,0.604938272,0.314814815,0.382716049,0.277777778,0.197530864,6.475308642,25,30.2,4.16,3.86,0.987654321,0.012345679,10,1,0.277777778,8.846296296,8.37654321,4.160493827,3.796296296,0.944444444,3.024691358,0.185185185,7.358024691,0.277777778,0.018518519,0.277777778,37.63580247,97,3.93,1.289,8.5,1,3.1,7.5,2.43,6.932098765,49,4.16,0.697,9,6.617283951,79.62962963,37.45679012,26.54320988,10.22222222,0.691358025,0.777777778,0.982,-20,-2,95,95,15,0.491,0.407,-0.2,0.488
San Diego Padres,2012,53,27.4,162,37.72839506,33.4691358,4.02,8.265432099,1.679012346,0.265432099,0.74691358,3.765432099,0.956790123,0.283950617,3.327160494,7.641975309,0.247,0.319,0.38,0.699,97,12.71604938,0.617283951,0.333333333,0.388888889,0.209876543,0.222222222,7.074074074,30,28,4.38,4.01,0.975308642,0.024691358,11,3,0.265432099,8.85308642,8.37037037,4.382716049,3.950617284,1,3.327160494,0.296296296,7.438271605,0.296296296,0.049382716,0.302469136,37.9691358,90,4.11,1.321,8.5,1,3.4,7.6,2.24,7.018518519,53,4.38,0.697,9,6.660493827,79.7037037,37.5308642,26.56790123,10.21604938,0.74691358,0.598765432,0.98,-32,-3,91,91,12,0.553,0.352,-0.1,0.469
Seattle Mariners,2012,38,27.1,162,37.38888889,33.91358025,3.82,7.932098765,1.487654321,0.166666667,0.919753086,3.604938272,0.641975309,0.216049383,2.87654321,7.771604938,0.234,0.296,0.369,0.665,88,12.51234568,0.586419753,0.185185185,0.197530864,0.216049383,0.12962963,6.49382716,18,27.9,4.02,3.76,0.950617284,0.049382716,11,6,0.265432099,8.988888889,8.388888889,4.018518519,3.75308642,1.024691358,2.771604938,0.240740741,7.197530864,0.302469136,0.030864198,0.37654321,37.41975309,102,4,1.241,8.4,1,2.8,7.2,2.6,6.413580247,37,4.02,0.707,9,7.413580247,80.92592593,37.11111111,26.97530864,9.691358025,0.444444444,0.956790123,0.988,1,0,92,93,12,0.472,0.327,0.3,0.463
San Francisco Giants,2012,45,27.8,162,38.27160494,34.30864198,4.43,9.228395062,1.771604938,0.351851852,0.635802469,4.166666667,0.728395062,0.240740741,2.981481481,6.771604938,0.269,0.327,0.397,0.724,106,13.61111111,0.703703704,0.179012346,0.425925926,0.37654321,0.271604938,7.228395062,23,30,4.01,3.68,0.969135802,0.030864198,14,4,0.327160494,8.956790123,8.401234568,4.00617284,3.660493827,0.87654321,3.018518519,0.259259259,7.635802469,0.314814815,0.024691358,0.333333333,37.88888889,96,3.78,1.275,8.4,0.9,3,7.7,2.53,7.012345679,45,4.01,0.693,9,6.50617284,80.61111111,37.69753086,26.87037037,10.11728395,0.709876543,0.827160494,0.981,-7,-1,89,89,15,0.6,0.469,-0.2,0.58
St. Louis Cardinals,2012,45,29.2,162,39.04938272,34.7037037,4.72,9.419753086,1.790123457,0.228395062,0.981481481,4.518518519,0.561728395,0.228395062,3.290123457,7.358024691,0.271,0.338,0.421,0.759,107,14.61111111,0.833333333,0.327160494,0.425925926,0.302469136,0.277777778,7.395061728,24,28.6,4,3.71,0.975308642,0.024691358,10,2,0.259259259,9.025925926,8.765432099,4,3.722222222,0.827160494,2.691358025,0.172839506,7.518518519,0.308641975,0.024691358,0.283950617,38.01234568,103,3.62,1.269,8.7,0.8,2.7,7.5,2.79,6.925925926,45,4,0.686,9,6.450617284,81.25925926,38.57407407,27.08641975,10.82716049,0.660493827,0.919753086,0.983,-6,-1,98,96,16,0.447,0.512,-0.3,0.543
Tampa Bay Rays,2012,43,29.7,162,37.68518519,33.32098765,4.3,7.981481481,1.543209877,0.185185185,1.080246914,4.104938272,0.827160494,0.271604938,3.524691358,8.166666667,0.24,0.317,0.394,0.711,99,13.13580247,0.820987654,0.358024691,0.209876543,0.259259259,0.160493827,6.530864198,18,28.1,3.56,3.19,0.956790123,0.043209877,15,4,0.308641975,9.007407407,7.611111111,3.561728395,3.197530864,0.858024691,2.895061728,0.216049383,8.537037037,0.333333333,0.024691358,0.364197531,37.03703704,121,3.51,1.166,7.6,0.9,2.9,8.5,2.95,6.444444444,43,3.56,0.704,9,6.203703704,81.09259259,37.86419753,27.0308642,10.12962963,0.703703704,0.956790123,0.981,-3,0,95,94,12,0.438,0.463,0.2,0.556
Texas Rangers,2012,39,29.7,162,38.37037037,34.50617284,4.99,9.419753086,1.87037037,0.197530864,1.234567901,4.814814815,0.561728395,0.271604938,2.950617284,6.808641975,0.273,0.334,0.446,0.78,105,15.38888889,0.74691358,0.351851852,0.222222222,0.327160494,0.271604938,6.87037037,21,28.8,4.36,3.99,0.956790123,0.043209877,10,2,0.265432099,8.901234568,8.50617284,4.364197531,3.944444444,1.080246914,2.75308642,0.092592593,7.938271605,0.25308642,0.049382716,0.327160494,37.45061728,109,3.9,1.265,8.6,1.1,2.8,8,2.88,6.382716049,39,4.36,0.694,9,6.827160494,80.11111111,36.46296296,26.7037037,9.234567901,0.524691358,0.839506173,0.986,9,1,109,107,18,0.522,0.469,0.1,0.574
Toronto Blue Jays,2012,54,27.8,162,37.61728395,33.87037037,4.42,8.308641975,1.524691358,0.135802469,1.222222222,4.179012346,0.759259259,0.25308642,2.919753086,7.722222222,0.245,0.309,0.407,0.716,94,13.77160494,0.672839506,0.339506173,0.203703704,0.277777778,0.179012346,6.333333333,34,27.8,4.84,4.64,0.969135802,0.030864198,11,4,0.179012346,8.908641975,8.882716049,4.839506173,4.598765432,1.259259259,3.543209877,0.12345679,7.049382716,0.339506173,0.043209877,0.345679012,38.37037037,91,4.66,1.394,9,1.3,3.6,7.1,1.99,6.796296296,54,4.84,0.694,9,7.135802469,80.2037037,38.08024691,26.7345679,10.72222222,0.62345679,1.030864198,0.984,72,7,102,103,10,0.375,0.333,0.3,0.451
Washington Nationals,2012,43,27.2,162,38.40123457,34.66049383,4.51,9.061728395,1.858024691,0.154320988,1.197530864,4.24691358,0.648148148,0.216049383,2.956790123,8.179012346,0.261,0.322,0.428,0.75,101,14.82098765,0.679012346,0.25308642,0.308641975,0.222222222,0.265432099,6.956790123,19,27,3.67,3.33,0.981481481,0.018518519,9,1,0.314814815,9.062345679,8,3.666666667,3.351851852,0.796296296,3.067901235,0.197530864,8.179012346,0.290123457,0.024691358,0.382716049,37.85802469,120,3.54,1.221,7.9,0.8,3,8.1,2.67,7,43,3.67,0.702,9,6.518518519,81.57407407,37.84567901,27.19135802,10.07407407,0.580246914,0.827160494,0.985,38,3,101,101,14,0.563,0.457,-0.2,0.605
Arizona Diamondbacks,2013,44,28.1,162,39.09876543,35.03703704,4.23,9.061728395,1.864197531,0.191358025,0.802469136,3.99382716,0.382716049,0.25308642,3.203703704,7.049382716,0.259,0.323,0.391,0.715,96,13.71604938,0.987654321,0.265432099,0.308641975,0.265432099,0.314814815,7.160493827,23,27.6,4.29,3.92,0.962962963,0.037037037,7,2,0.234567901,9.228395062,9.012345679,4.290123457,4.018518519,1.086419753,2.99382716,0.259259259,7.518518519,0.37037037,0.018518519,0.518518519,39.12345679,99,4.04,1.301,8.8,1.1,2.9,7.3,2.51,7.148148148,44,4.29,0.697,9,7.166666667,83.05555556,38.84567901,27.68518519,10.69753086,0.462962963,0.833333333,0.988,38,3,102,103,11,0.618,0.580,-0.1,0.5
Atlanta Braves,2013,44,26.8,162,37.85802469,33.58641975,4.25,8.358024691,1.524691358,0.12962963,1.117283951,4.049382716,0.395061728,0.191358025,3.345679012,8.543209877,0.249,0.321,0.402,0.723,99,13.49382716,0.734567901,0.339506173,0.358024691,0.216049383,0.222222222,6.987654321,21,27.2,3.38,3.18,0.99382716,0.00617284,12,0,0.327160494,8.951234568,8.185185185,3.382716049,3.160493827,0.783950617,2.524691358,0.216049383,7.604938272,0.314814815,0.018518519,0.308641975,36.9691358,118,3.44,1.196,8.2,0.8,2.5,7.6,3.01,6.728395062,43,3.38,0.7,9,6.734567901,80.57407407,37.75308642,26.85802469,10.37037037,0.524691358,0.87037037,0.986,62,6,101,100,12,0.574,0.611,-0.3,0.593
Baltimore Orioles,2013,52,27.8,162,37.92592593,34.69135802,4.6,9.012345679,1.839506173,0.086419753,1.308641975,4.438271605,0.487654321,0.179012346,2.567901235,6.944444444,0.26,0.313,0.431,0.744,101,14.95061728,0.648148148,0.222222222,0.166666667,0.277777778,0.222222222,6.5,26,27.9,4.38,4.2,0.987654321,0.012345679,6,1,0.351851852,8.969135802,8.87654321,4.37654321,4.185185185,1.24691358,2.919753086,0.197530864,7.216049383,0.308641975,0.018518519,0.234567901,37.92592593,98,4.33,1.315,8.9,1.3,2.9,7.2,2.47,6.641975309,52,4.38,0.701,9,7.432098765,80.72222222,37.2037037,26.90740741,9.962962963,0.333333333,1.018518519,0.991,19,2,103,102,18,0.392,0.377,0.2,0.525
Boston Red Sox,2013,48,29.6,162,39.39506173,34.88271605,5.27,9.666666667,2.240740741,0.179012346,1.098765432,5.055555556,0.759259259,0.117283951,3.586419753,8.074074074,0.277,0.349,0.446,0.795,116,15.5617284,0.845679012,0.444444444,0.148148148,0.308641975,0.314814815,7.481481481,26,30.2,4.05,3.79,0.969135802,0.030864198,8,2,0.203703704,8.975308642,8.432098765,4.049382716,3.783950617,0.962962963,3.234567901,0.061728395,7.987654321,0.290123457,0.030864198,0.290123457,37.91975309,109,3.84,1.3,8.5,1,3.2,8,2.47,6.944444444,48,4.05,0.694,9,6.919753086,80.77777778,36.77777778,26.92592593,9.358024691,0.49382716,0.87654321,0.987,21,2,103,103,20,0.5,0.407,0.1,0.599
Chicago Cubs,2013,56,27.9,162,37.52469136,33.9382716,3.72,8.067901235,1.833333333,0.111111111,1.061728395,3.555555556,0.388888889,0.197530864,2.709876543,7.592592593,0.238,0.3,0.392,0.693,89,13.30864198,0.740740741,0.413580247,0.265432099,0.185185185,0.172839506,6.740740741,31,28.7,4.25,4,0.981481481,0.018518519,6,1,0.240740741,8.938271605,8.222222222,4.25308642,3.969135802,0.987654321,3.333333333,0.265432099,7.308641975,0.382716049,0.024691358,0.364197531,37.95679012,97,4.1,1.293,8.3,1,3.4,7.4,2.19,6.888888889,56,4.25,0.706,9,7.327160494,80.44444444,37.32098765,26.81481481,9.888888889,0.617283951,0.796296296,0.983,22,2,102,103,9,0.377,0.444,0,0.407
Chicago White Sox,2013,47,29.2,162,37.51234568,34.33950617,3.69,8.549382716,1.462962963,0.117283951,0.913580247,3.543209877,0.648148148,0.259259259,2.537037037,7.450617284,0.249,0.302,0.378,0.68,84,12.98765432,0.765432099,0.209876543,0.117283951,0.296296296,0.141975309,6.592592593,24,27.1,4.46,3.98,0.969135802,0.030864198,5,1,0.24691358,8.981481481,8.790123457,4.462962963,3.969135802,1.12345679,3.141975309,0.148148148,7.709876543,0.37037037,0.024691358,0.382716049,38.35802469,106,4.13,1.329,8.8,1.1,3.1,7.7,2.45,6.950617284,47,4.46,0.687,9,6.851851852,80.83333333,37.29012346,26.94444444,9.598765432,0.74691358,0.956790123,0.98,-64,-6,104,105,12,0.4,0.370,0.1,0.389
Cincinnati Reds,2013,39,28.5,162,38.84567901,33.94444444,4.31,8.456790123,1.691358025,0.12345679,0.956790123,4.098765432,0.413580247,0.216049383,3.611111111,7.685185185,0.249,0.327,0.391,0.718,98,13.2654321,0.796296296,0.469135802,0.524691358,0.283950617,0.401234568,7.351851852,20,27.7,3.64,3.38,0.969135802,0.030864198,17,2,0.265432099,9.09382716,7.987654321,3.635802469,3.419753086,1.049382716,2.685185185,0.172839506,8,0.407407407,0.030864198,0.271604938,37.51234568,112,3.81,1.173,7.9,1,2.7,7.9,2.98,6.586419753,39,3.64,0.715,9,6.925925926,81.87037037,37.90123457,27.29012346,10.14197531,0.469135802,0.808641975,0.988,89,8,101,101,15,0.551,0.525,-0.1,0.556
Cleveland Indians,2013,49,28.6,162,38.05555556,33.7345679,4.6,8.586419753,1.790123457,0.141975309,1.055555556,4.388888889,0.722222222,0.222222222,3.469135802,7.919753086,0.255,0.327,0.41,0.737,107,13.82716049,0.654320988,0.314814815,0.191358025,0.345679012,0.117283951,6.950617284,28,27.5,4.09,3.82,0.981481481,0.018518519,16,3,0.234567901,8.895679012,8.388888889,4.086419753,3.771604938,0.907407407,3.419753086,0.160493827,8.512345679,0.358024691,0.018518519,0.438271605,37.98765432,100,3.73,1.327,8.5,0.9,3.5,8.6,2.49,7.209876543,48,4.09,0.683,9,7.092592593,80.07407407,36.57407407,26.69135802,9.277777778,0.604938272,0.833333333,0.983,-14,-1,95,95,16,0.638,0.457,0,0.568
Colorado Rockies,2013,43,27.7,162,37.97530864,34.5617284,4.36,9.327160494,1.74691358,0.222222222,0.981481481,4.154320988,0.691358025,0.197530864,2.635802469,7.432098765,0.27,0.323,0.418,0.741,91,14.46296296,0.685185185,0.160493827,0.401234568,0.216049383,0.160493827,6.901234568,23,28.3,4.69,4.44,0.99382716,0.00617284,5,0,0.216049383,8.864197531,9.537037037,4.691358025,4.37037037,0.839506173,3.191358025,0.320987654,6.567901235,0.24691358,0.092592593,0.382716049,38.56790123,101,3.96,1.436,9.7,0.9,3.2,6.7,2.06,7.283950617,43,4.69,0.674,9,7.111111111,79.77777778,38.59876543,26.59259259,11.45061728,0.555555556,1,0.986,-7,-1,118,119,12,0.49,0.481,-0.1,0.457
Detroit Tigers,2013,39,30,162,39.43209877,35.40123457,4.91,10.0308642,1.802469136,0.141975309,1.086419753,4.734567901,0.216049383,0.12345679,3.277777778,6.62345679,0.283,0.346,0.434,0.78,111,15.37654321,0.901234568,0.265432099,0.197530864,0.290123457,0.24691358,7.716049383,20,28.4,3.85,3.61,0.981481481,0.018518519,12,1,0.240740741,9.025925926,8.450617284,3.851851852,3.62345679,0.790123457,2.851851852,0.179012346,8.814814815,0.259259259,0.043209877,0.388888889,37.77160494,116,3.27,1.252,8.4,0.8,2.8,8.8,3.09,6.833333333,39,3.85,0.682,9,6.728395062,81.25925926,36.86419753,27.08641975,9.308641975,0.469135802,0.839506173,0.987,-53,-5,104,104,13,0.435,0.457,0,0.574
Houston Astros,2013,50,25.8,162,37.16049383,33.68518519,3.77,8.067901235,1.641975309,0.098765432,0.913580247,3.49382716,0.679012346,0.37654321,2.62962963,9.475308642,0.24,0.299,0.375,0.674,86,12.64814815,0.679012346,0.320987654,0.283950617,0.234567901,0.104938272,6.216049383,26,27.2,5.23,4.79,0.987654321,0.012345679,5,1,0.197530864,8.888888889,9.444444444,5.234567901,4.728395062,1.179012346,3.802469136,0.197530864,6.691358025,0.345679012,0.037037037,0.37654321,39.32098765,85,4.67,1.49,9.6,1.2,3.9,6.8,1.76,7.419753086,50,5.23,0.679,9,6.938271605,80,37.5308642,26.66666667,10.09259259,0.771604938,1.037037037,0.979,-69,-6,99,101,5,0.333,0.420,0.2,0.315
Kansas City Royals,2013,43,26.9,162,37.61111111,34.25308642,4,8.907407407,1.567901235,0.209876543,0.691358025,3.827160494,0.944444444,0.197530864,2.604938272,6.469135802,0.26,0.315,0.379,0.694,89,12.9691358,0.808641975,0.259259259,0.228395062,0.259259259,0.234567901,6.851851852,21,28.9,3.71,3.45,0.969135802,0.030864198,12,2,0.320987654,8.938888889,8.432098765,3.709876543,3.425925926,0.956790123,2.895061728,0.12962963,7.456790123,0.25308642,0.024691358,0.37037037,37.33950617,120,3.83,1.267,8.5,1,2.9,7.5,2.58,6.808641975,43,3.71,0.698,9,7.12345679,80.46296296,36.72839506,26.82098765,9.382716049,0.524691358,0.839506173,0.986,55,5,103,103,16,0.554,0.451,0.1,0.531
Los Angeles Angels of Anaheim,2013,49,27.8,162,38.64197531,34.49382716,4.52,9.111111111,1.666666667,0.240740741,1.012345679,4.296296296,0.50617284,0.209876543,3.228395062,7.537037037,0.264,0.329,0.414,0.743,110,14.2962963,0.925925926,0.296296296,0.228395062,0.395061728,0.24691358,7.061728395,26,29.1,4.55,4.23,0.975308642,0.024691358,12,2,0.25308642,8.995061728,9.104938272,4.549382716,4.228395062,1.030864198,3.290123457,0.222222222,7.407407407,0.277777778,0.024691358,0.456790123,38.87654321,89,4.08,1.378,9.1,1,3.3,7.4,2.25,7.333333333,49,4.55,0.683,9,7.00617284,80.98148148,36.94444444,26.99382716,9.259259259,0.691358025,0.833333333,0.981,-44,-4,94,94,10,0.462,0.401,0.1,0.481
Los Angeles Dodgers,2013,49,30.6,162,37.93209877,33.89506173,4.01,8.932098765,1.734567901,0.104938272,0.851851852,3.814814815,0.481481481,0.172839506,2.938271605,7.074074074,0.264,0.326,0.396,0.722,103,13.43209877,0.802469136,0.351851852,0.438271605,0.296296296,0.277777778,7.25308642,27,28.1,3.59,3.25,0.956790123,0.043209877,22,4,0.283950617,8.951234568,8.154320988,3.592592593,3.234567901,0.783950617,2.839506173,0.271604938,7.975308642,0.265432099,0.018518519,0.407407407,37.2345679,110,3.44,1.228,8.2,0.8,2.9,8,2.81,6.783950617,49,3.59,0.692,9,6.530864198,80.57407407,38.16666667,26.85802469,10.63580247,0.672839506,0.987654321,0.982,27,2,96,95,21,0.543,0.599,-0.2,0.568
Miami Marlins,2013,53,27.7,162,37.16666667,33.63580247,3.17,7.759259259,1.351851852,0.191358025,0.586419753,2.99382716,0.481481481,0.179012346,2.666666667,7.604938272,0.231,0.293,0.335,0.627,73,11.25308642,0.808641975,0.345679012,0.351851852,0.160493827,0.191358025,6.666666667,26,26,3.99,3.71,0.987654321,0.012345679,13,1,0.222222222,9.012345679,8.49382716,3.987654321,3.716049383,0.74691358,3.24691358,0.358024691,7.265432099,0.290123457,0.012345679,0.327160494,38.0617284,104,3.69,1.303,8.5,0.7,3.2,7.3,2.24,7.037037037,52,3.99,0.695,9,7.395061728,81.11111111,38,27.04320988,10.41358025,0.543209877,0.888888889,0.986,10,1,102,103,9,0.407,0.488,-0.1,0.383
Milwaukee Brewers,2013,40,27.9,162,37.43209877,33.79012346,3.95,8.524691358,1.469135802,0.265432099,0.969135802,3.765432099,0.87654321,0.308641975,2.512345679,7.302469136,0.252,0.311,0.398,0.708,93,13.43209877,0.716049383,0.438271605,0.475308642,0.216049383,0.135802469,6.611111111,21,28.8,4.24,3.84,0.975308642,0.024691358,15,2,0.24691358,8.902469136,8.648148148,4.240740741,3.796296296,1.080246914,2.87654321,0.179012346,6.944444444,0.265432099,0.012345679,0.314814815,37.65432099,101,4.12,1.294,8.7,1.1,2.9,7,2.41,6.697530864,40,4.24,0.697,9,7.018518519,80.14814815,37.4691358,26.71604938,10.04938272,0.703703704,0.944444444,0.981,19,2,103,103,12,0.419,0.444,0,0.457
Minnesota Twins,2013,44,28.2,162,38.34567901,34.34567901,3.79,8.308641975,1.759259259,0.092592593,0.932098765,3.641975309,0.320987654,0.203703704,3.290123457,8.827160494,0.242,0.312,0.38,0.692,90,13.04938272,0.635802469,0.320987654,0.179012346,0.197530864,0.12345679,7.444444444,23,28.3,4.86,4.55,0.99382716,0.00617284,7,1,0.24691358,8.951234568,9.820987654,4.864197531,4.524691358,1.037037037,2.827160494,0.191358025,6.080246914,0.271604938,0.024691358,0.308641975,38.62345679,90,4.23,1.413,9.9,1,2.8,6.1,2.15,6.901234568,44,4.86,0.679,9,7.12962963,80.57407407,37.99382716,26.85802469,10.63580247,0.5,1.098765432,0.987,-43,-4,101,102,9,0.49,0.358,0.2,0.407
New York Mets,2013,53,28.3,162,38.31481481,34.31481481,3.82,8.135802469,1.62345679,0.197530864,0.802469136,3.660493827,0.703703704,0.216049383,3.160493827,8.543209877,0.237,0.306,0.366,0.672,91,12.5617284,0.654320988,0.314814815,0.327160494,0.197530864,0.24691358,7.018518519,29,29.1,4.22,3.77,0.975308642,0.024691358,10,2,0.24691358,9.112345679,8.901234568,4.222222222,3.814814815,0.938271605,2.827160494,0.234567901,7.462962963,0.333333333,0.018518519,0.290123457,38.57407407,95,3.79,1.287,8.8,0.9,2.8,7.4,2.64,7.00617284,53,4.22,0.691,9,6.839506173,82.03703704,38.05555556,27.34567901,10.13580247,0.574074074,0.783950617,0.985,-34,-3,94,95,9,0.509,0.481,-0.2,0.457
New York Yankees,2013,56,31.9,162,37.31481481,33.63580247,4.01,8.154320988,1.524691358,0.148148148,0.888888889,3.790123457,0.709876543,0.191358025,2.87654321,7.49382716,0.242,0.307,0.376,0.683,88,12.64197531,0.74691358,0.351851852,0.222222222,0.222222222,0.203703704,6.567901235,24,31.8,4.14,3.94,0.956790123,0.043209877,10,3,0.302469136,8.932716049,8.962962963,4.141975309,3.907407407,1.055555556,2.697530864,0.209876543,7.611111111,0.314814815,0.00617284,0.351851852,37.82716049,102,3.89,1.305,9,1.1,2.7,7.7,2.82,6.882716049,55,4.14,0.687,9,6.962962963,80.40740741,36.75925926,26.80246914,9.530864198,0.425925926,0.858024691,0.988,-22,-2,100,100,17,0.652,0.401,0.2,0.525
Oakland Athletics,2013,44,28.3,162,38.32716049,34.08024691,4.73,8.660493827,1.858024691,0.154320988,1.148148148,4.475308642,0.456790123,0.172839506,3.537037037,7.271604938,0.254,0.327,0.419,0.745,107,14.27160494,0.666666667,0.277777778,0.12962963,0.302469136,0.179012346,6.950617284,19,28.3,3.86,3.56,0.962962963,0.037037037,13,4,0.283950617,8.962962963,8.265432099,3.858024691,3.543209877,1.00617284,2.641975309,0.141975309,7.302469136,0.216049383,0.00617284,0.345679012,37.46296296,109,3.83,1.217,8.3,1,2.7,7.3,2.76,6.716049383,44,3.86,0.708,9,6.75308642,80.66666667,35.98765432,26.88888889,8.5,0.598765432,0.691358025,0.983,-7,-1,98,97,15,0.6,0.543,0,0.593
Philadelphia Phillies,2013,51,30,162,37.12345679,33.67901235,3.77,8.364197531,1.574074074,0.197530864,0.864197531,3.567901235,0.450617284,0.179012346,2.574074074,7.438271605,0.248,0.306,0.384,0.69,91,12.92592593,0.808641975,0.327160494,0.351851852,0.191358025,0.25308642,6.549382716,27,28.7,4.62,4.32,0.962962963,0.037037037,3,2,0.197530864,8.864814815,9.043209877,4.62345679,4.25308642,0.938271605,3.12345679,0.203703704,7.401234568,0.382716049,0.037037037,0.296296296,38.35185185,87,3.94,1.372,9.2,1,3.2,7.5,2.37,7.12962963,51,4.62,0.679,9,6.932098765,79.7962963,37.16049383,26.59876543,9.962962963,0.598765432,0.87037037,0.984,-49,-5,100,100,10,0.5,0.469,-0.1,0.451
Pittsburgh Pirates,2013,49,27.9,162,37.87037037,33.86419753,3.91,8.308641975,1.685185185,0.216049383,0.99382716,3.722222222,0.580246914,0.259259259,2.895061728,8.209876543,0.245,0.313,0.396,0.709,100,13.40740741,0.740740741,0.543209877,0.382716049,0.179012346,0.25308642,6.950617284,29,28.7,3.56,3.26,0.981481481,0.018518519,16,0,0.339506173,9.075308642,8.018518519,3.561728395,3.290123457,0.62345679,3.179012346,0.160493827,7.783950617,0.432098765,0.037037037,0.5,37.94444444,109,3.42,1.233,7.9,0.6,3.2,7.7,2.45,7.148148148,49,3.56,0.698,9,6.432098765,81.7037037,39.7654321,27.2345679,11.87654321,0.654320988,0.950617284,0.984,18,2,95,95,19,0.558,0.543,0,0.58
San Diego Padres,2013,47,28.1,162,37.79012346,34.05555556,3.81,8.327160494,1.518518519,0.160493827,0.901234568,3.567901235,0.728395062,0.209876543,2.882716049,8.080246914,0.245,0.308,0.378,0.686,97,12.87037037,0.611111111,0.320987654,0.320987654,0.209876543,0.222222222,6.950617284,23,28.8,4.32,3.98,0.981481481,0.018518519,6,1,0.24691358,8.981481481,8.685185185,4.320987654,3.969135802,0.962962963,3.240740741,0.191358025,7.228395062,0.24691358,0.012345679,0.314814815,38.14197531,86,4,1.328,8.7,1,3.2,7.2,2.23,6.87654321,47,4.32,0.696,9,6.209876543,80.83333333,37.9382716,26.94444444,10.48148148,0.512345679,0.864197531,0.986,19,2,91,91,11,0.538,0.488,-0.1,0.469
